Ticker,Date,Weightage,Adjusted Weightage,Allocated Investment,Open Price,Close Price,RSI,Shares
ADANIPORTS.NS,2024-05-02,35.0,35.001,116670.0,1333.949951171875,1338.800048828125,43.39554060750933,87.0
ADANIPORTS.NS,2024-05-03,35.0,35.001,116670.0,1353.0,1320.300048828125,39.211062217151735,88.0
ADANIPORTS.NS,2024-05-06,35.0,35.001,116670.0,1322.5,1289.949951171875,34.095577699109455,90.0
ADANIPORTS.NS,2024-05-07,35.0,35.001,116670.0,1291.0999755859375,1287.6500244140625,40.325932648035575,90.0
ADANIPORTS.NS,2024-05-08,35.0,35.001,116670.0,1293.3499755859375,1277.25,40.550916676385185,91.0
ADANIPORTS.NS,2024-05-09,35.0,35.001,116670.0,1279.0,1244.550048828125,34.75792435291079,93.0
ADANIPORTS.NS,2024-05-10,35.0,35.001,116670.0,1250.0,1266.75,37.64639019253701,92.0
ADANIPORTS.NS,2024-05-13,35.0,35.001,116670.0,1267.0,1306.4000244140625,46.38999407635506,89.0
ADANIPORTS.NS,2024-05-14,35.0,35.001,116670.0,1306.4000244140625,1331.25,52.01143580295083,87.0
ADANIPORTS.NS,2024-05-15,35.0,35.001,116670.0,1337.8499755859375,1337.8499755859375,53.73197894583167,87.0
ADANIPORTS.NS,2024-05-16,35.0,35.001,116670.0,1352.199951171875,1345.050048828125,53.15766416217056,86.0
ADANIPORTS.NS,2024-05-17,35.0,35.001,116670.0,1330.0,1335.699951171875,52.38196776192844,87.0
ADANIPORTS.NS,2024-05-21,35.0,35.001,116670.0,1344.0,1385.5,62.38880951283588,84.0
ADANIPORTS.NS,2024-05-22,35.0,35.001,116670.0,1394.3499755859375,1378.199951171875,59.687365355576645,84.0
ADANIPORTS.NS,2024-05-23,35.0,35.001,116670.0,1384.0,1443.3499755859375,66.01805674367421,80.0
ADANIPORTS.NS,2024-05-24,35.0,35.001,116670.0,1435.0,1416.0999755859375,64.29422022402494,82.0
ADANIPORTS.NS,2024-05-27,35.0,34.999,116663.33333333334,1445.0,1431.6500244140625,72.11988723651329,81.0
ADANIPORTS.NS,2024-05-28,35.0,35.001,116670.0,1438.0,1400.5,66.16066000079014,83.0
ADANIPORTS.NS,2024-05-29,35.0,35.001,116670.0,1406.0,1410.0,69.05957027073828,82.0
APOLLOHOSP.NS,2024-05-02,30.0,30.002,100006.66666666667,5947.10009765625,5958.5498046875,29.60516197688699,16.0
APOLLOHOSP.NS,2024-05-03,30.0,30.001,100003.33333333334,6000.0,6009.60009765625,32.544620229351736,16.0
APOLLOHOSP.NS,2024-05-06,30.0,30.001,100003.33333333334,6050.0,6056.7001953125,36.94055178015117,16.0
APOLLOHOSP.NS,2024-05-07,30.0,30.001,100003.33333333334,6080.0,5900.25,35.533222223819635,16.0
APOLLOHOSP.NS,2024-05-08,30.0,30.001,100003.33333333334,5892.0,5846.5,32.74308609266038,17.0
APOLLOHOSP.NS,2024-05-09,30.0,30.001,100003.33333333334,5859.89990234375,5806.39990234375,38.789100514389,17.0
APOLLOHOSP.NS,2024-05-10,30.0,30.001,100003.33333333334,5819.9501953125,5842.4501953125,35.58779590305292,17.0
APOLLOHOSP.NS,2024-05-13,30.0,30.001,100003.33333333334,5820.0,5830.14990234375,31.05929434122406,17.0
APOLLOHOSP.NS,2024-05-14,30.0,30.001,100003.33333333334,5855.0,5862.7998046875,34.43914519065645,17.0
APOLLOHOSP.NS,2024-05-15,30.0,30.002,100006.66666666667,5869.9501953125,5848.7998046875,28.111625033387455,17.0
APOLLOHOSP.NS,2024-05-16,30.0,30.002,100006.66666666667,5890.0,5931.7001953125,26.79527527896562,16.0
APOLLOHOSP.NS,2024-05-17,30.0,30.001,100003.33333333334,5925.0,5953.0498046875,32.4527660643612,16.0
APOLLOHOSP.NS,2024-05-21,30.0,30.001,100003.33333333334,6000.0,5948.25,48.28263207650287,16.0
APOLLOHOSP.NS,2024-05-22,30.0,30.001,100003.33333333334,5958.60009765625,5868.14990234375,43.87080975515081,17.0
APOLLOHOSP.NS,2024-05-23,30.0,30.001,100003.33333333334,5878.4501953125,5970.0498046875,50.78284443227159,16.0
APOLLOHOSP.NS,2024-05-24,30.0,30.001,100003.33333333334,5938.2998046875,5914.35009765625,43.556791607763344,16.0
APOLLOHOSP.NS,2024-05-27,30.0,30.001,100003.33333333334,5950.0,5939.2998046875,41.81308294107392,16.0
APOLLOHOSP.NS,2024-05-28,30.0,30.001,100003.33333333334,5944.14990234375,5904.5,50.356933130808784,16.0
APOLLOHOSP.NS,2024-05-29,30.0,30.001,100003.33333333334,5909.89990234375,5903.4501953125,55.24742069526502,16.0
ASIANPAINT.NS,2024-05-02,35.0,35.001,116670.0,2875.10009765625,2975.39990234375,66.52228136508582,39.0
ASIANPAINT.NS,2024-05-03,35.0,35.001,116670.0,2983.050048828125,2929.75,54.534213912597764,39.0
ASIANPAINT.NS,2024-05-06,35.0,35.001,116670.0,2950.0,2932.14990234375,61.98116789772984,39.0
ASIANPAINT.NS,2024-05-07,35.0,35.001,116670.0,2947.0,2913.0,60.29723477985541,40.0
ASIANPAINT.NS,2024-05-08,35.0,35.001,116670.0,2900.0,2843.300048828125,51.712160212711794,41.0
ASIANPAINT.NS,2024-05-09,35.0,35.001,116670.0,2828.0,2710.10009765625,40.226322910366136,43.0
ASIANPAINT.NS,2024-05-10,35.0,35.001,116670.0,2699.0,2771.25,46.66725418706445,42.0
ASIANPAINT.NS,2024-05-13,35.0,35.001,116670.0,2771.25,2879.25,52.94812727811584,40.0
ASIANPAINT.NS,2024-05-14,35.0,35.001,116670.0,2879.0,2866.14990234375,49.28786477060662,40.0
ASIANPAINT.NS,2024-05-15,35.0,35.001,116670.0,2866.14990234375,2813.699951171875,45.90312462411059,41.0
ASIANPAINT.NS,2024-05-16,35.0,35.001,116670.0,2821.050048828125,2814.050048828125,46.3744895527784,41.0
ASIANPAINT.NS,2024-05-17,35.0,35.001,116670.0,2814.60009765625,2809.89990234375,47.32651545989392,41.0
ASIANPAINT.NS,2024-05-21,35.0,35.001,116670.0,2815.0,2851.800048828125,48.75456373205933,40.0
ASIANPAINT.NS,2024-05-22,35.0,35.001,116670.0,2851.800048828125,2885.75,50.71935288550618,40.0
ASIANPAINT.NS,2024-05-23,35.0,35.001,116670.0,2885.0,2903.75,44.06035696388831,40.0
ASIANPAINT.NS,2024-05-24,35.0,35.001,116670.0,2910.199951171875,2874.75,45.31116794543905,40.0
ASIANPAINT.NS,2024-05-27,35.0,35.001,116670.0,2887.89990234375,2872.300048828125,44.898146063136494,40.0
ASIANPAINT.NS,2024-05-28,35.0,35.001,116670.0,2875.85009765625,2911.199951171875,49.851554619564666,40.0
ASIANPAINT.NS,2024-05-29,35.0,35.001,116670.0,2896.0,2900.14990234375,55.19034404359891,40.0
